top - 01:40:45 up 2 days, 15:46,  3 users,  load average: 2.21, 1.95, 1.25
Tasks: 409 total,   1 running, 408 sleeping,   0 stopped,   0 zombie
%Cpu(s):  2.4 us,  1.6 sy,  0.0 ni, 92.9 id,  3.1 wa,  0.0 hi,  0.0 si,  0.0 st 
MiB Mem :  15987.2 total,    372.6 free,   5010.2 used,  11017.8 buff/cache     
MiB Swap:  12288.0 total,  12287.2 free,      0.8 used.  10977.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
     56 root      rt   0       0      0      0 S   0.0   0.0   0:01.84 migrati+
     57 root      20   0       0      0      0 S   0.0   0.0   0:03.25 ksoftir+
     59 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     60 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/7
     61 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     62 root      rt   0       0      0      0 S   0.0   0.0   0:02.16 migrati+
     63 root      20   0       0      0      0 S   0.0   0.0   0:03.57 ksoftir+
     65 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     66 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kdevtmp+
     67 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     68 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kauditd
     69 root      20   0       0      0      0 S   0.0   0.0   0:00.46 khungta+
     70 root      20   0       0      0      0 S   0.0   0.0   0:00.00 oom_rea+
     73 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     74 root      20   0       0      0      0 S   0.0   0.0   0:22.40 kcompac+
     75 root      25   5       0      0      0 S   0.0   0.0   0:00.00 ksmd
     76 root      39  19       0      0      0 S   0.0   0.0   0:03.45 khugepa+
     77 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     78 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     79 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     80 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/9-a+
     83 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     84 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     85 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     86 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     87 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     88 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     90 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 watchdo+
     91 root       0 -20       0      0      0 I   0.0   0.0   0:03.46 kworker+
     93 root      20   0       0      0      0 S   0.0   0.0   0:01.48 kswapd0
     94 root      20   0       0      0      0 S   0.0   0.0   0:00.00 ecryptf+
     95 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     96 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     98 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
     99 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    100 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
    101 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    105 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    106 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    113 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    114 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    118 root       0 -20       0      0      0 I   0.0   0.0   0:03.50 kworker+
    132 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    175 root       0 -20       0      0      0 I   0.0   0.0   0:02.88 kworker+
    177 root       0 -20       0      0      0 I   0.0   0.0   0:02.79 kworker+
    178 root       0 -20       0      0      0 I   0.0   0.0   0:03.70 kworker+
    179 root       0 -20       0      0      0 I   0.0   0.0   0:02.68 kworker+
    186 root       0 -20       0      0      0 I   0.0   0.0   0:02.67 kworker+
    264 root      20   0       0      0      0 S   0.0   0.0   0:15.12 jbd2/vd+
    265 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    327 root      19  -1  133092  69404  67996 S   0.0   0.4   3:45.38 systemd+
    382 root      20   0   30776   8024   4696 S   0.0   0.0   0:01.99 systemd+
    389 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
    502 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    553 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    632 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    730 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    731 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    738 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-+
    739 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-+
    742 root     -51   0       0      0      0 S   0.0   0.0   0:27.98 irq/38-+
    743 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia
    744 root      20   0       0      0      0 S   0.0   0.0   0:18.55 nv_queue
    972 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM glo+
    973 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM def+
    974 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM Too+
   1142 systemd+  20   0   17824   7704   6808 S   0.0   0.0   2:20.04 systemd+
   1143 systemd+  20   0   21840  12948  10644 S   0.0   0.1   0:05.64 systemd+
   1144 systemd+  20   0   91396   8176   7280 S   0.0   0.0   0:01.27 systemd+
   1156 avahi     20   0    8800   4300   4044 S   0.0   0.0   0:01.18 avahi-d+
   1157 message+  20   0   12344   7248   4432 S   0.0   0.0   0:11.83 dbus-da+
   1160 gnome-r+  20   0  365344  15836  13788 S   0.0   0.1   0:00.06 gnome-r+
   1168 root      20   0  823848  10340   8804 S   0.0   0.1   0:00.02 lttng-s+
   1180 polkitd   20   0  384952  10840   7700 S   0.0   0.1   0:08.17 polkitd
   1181 root      20   0  313448   7140   6628 S   0.0   0.0   0:00.09 power-p+
   1184 root      20   0 2293804  43084  26172 S   0.0   0.3   0:26.67 snapd
   1185 root      20   0  314188   8104   6696 S   0.0   0.0   1:32.14 account+
   1186 root      20   0    9424   2840   2712 S   0.0   0.0   0:00.76 cron
   1187 root      20   0  309848   6684   6172 S   0.0   0.0   0:00.15 switche+
   1189 root      20   0   20904  11600   7872 S   0.0   0.1   0:02.03 systemd+
   1190 nvidia-+  20   0    5228   2040   1908 S   0.0   0.0   0:00.00 nvidia-+
   1191 root      20   0   17544   7892   6996 S   0.0   0.0   0:50.04 systemd+
   1192 root      20   0  469432  13600  11296 S   0.0   0.1   0:06.30 udisksd
   1193 root      20   0   73880  14792  13256 S   0.0   0.1   0:00.03 virtloc+
   1194 root      20   0   73884  14680  13144 S   0.0   0.1   0:00.11 virtlogd
   1210 syslog    20   0  222568   6312   4648 S   0.0   0.0   1:02.36 rsyslogd
   1215 avahi     20   0    8480   1252    984 S   0.0   0.0   0:00.00 avahi-d+
   1261 root      20   0   49564   2016    884 S   0.0   0.0   0:00.00 lttng-r+
   1309 root      20   0  337272  19924  16340 S   0.0   0.1   0:14.56 Network+
   1317 root      20   0   17380   6444   5676 S   0.0   0.0   0:01.60 wpa_sup+
   1346 root      20   0  318356  12644  10852 S   0.0   0.1   0:00.29 ModemMa+
   1473 iperf3    20   0    9036   3520   3136 S   0.0   0.0   0:00.00 iperf3
   1477 jenkins   20   0 9900.1m 902160  29460 S   0.0   5.5  11:43.84 java
   1484 redis     20   0   99652  43424  10656 S   0.0   0.3   8:19.95 redis-s+
   1490 root      20   0 1321604  44388  24436 S   0.0   0.3   3:12.18 tailsca+
   1491 root      20   0  118068  25100  15248 S   0.0   0.2   0:00.13 unatten+
   1499 siddhar+  20   0   21760  12488   9288 S   0.0   0.1   0:06.40 systemd
   1500 tanish    20   0   21780  12296   9096 S   0.0   0.1   0:07.38 systemd
   1577 root      20   0   12020   8108   7084 S   0.0   0.0   1:26.06 sshd
   1592 tanish    20   0   21624   3668   1840 S   0.0   0.0   0:00.00 (sd-pam)
   1593 siddhar+  20   0   21620   3668   1840 S   0.0   0.0   0:00.00 (sd-pam)
   1625 postgres  20   0  225444  30692  28388 S   0.0   0.2   0:03.88 postgres
   1641 root      20   0  314816   9028   8132 S   0.0   0.1   0:00.05 gdm3
   1649 ollama    20   0 6599920  45332  30180 S   0.0   0.3   0:06.65 ollama
   1684 root      20   0    3872   1092    952 S   0.0   0.0   0:00.00 netserv+
   1694 root      20   0  242056   9448   8552 S   0.0   0.1   0:00.02 gdm-ses+
   1711 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
   1714 kernoops  20   0   12744   2288   1868 S   0.0   0.0   0:00.35 kernelo+
   1717 kernoops  20   0   12744   2176   1784 S   0.0   0.0   0:00.32 kernelo+
   1726 root      20   0   11156   2288   1340 S   0.0   0.0   0:00.00 nginx
   1727 www-data  20   0   12936   4524   3320 S   0.0   0.0   0:00.00 nginx
   1728 www-data  20   0   12936   4524   3320 S   0.0   0.0   0:00.00 nginx
   1729 www-data  20   0   12936   4524   3320 S   0.0   0.0   0:00.00 nginx
   1730 www-data  20   0   12936   4464   3260 S   0.0   0.0   0:00.00 nginx
   1731 www-data  20   0   12936   4380   3176 S   0.0   0.0   0:00.00 nginx
   1733 www-data  20   0   12936   4496   3292 S   0.0   0.0   0:00.00 nginx
   1734 www-data  20   0   12936   4524   3320 S   0.0   0.0   0:00.00 nginx
   1735 www-data  20   0   12936   4472   3268 S   0.0   0.0   0:00.00 nginx
   1738 gdm       20   0   21736  12224   9280 S   0.0   0.1   0:06.71 systemd
   1739 gdm       20   0   21620   3684   1856 S   0.0   0.0   0:00.00 (sd-pam)
   1829 gdm        9 -11  112800  11032   8088 S   0.0   0.1   0:00.05 pipewire
   1831 gdm       20   0   97736   5436   4924 S   0.0   0.0   0:00.03 pipewire
   1833 tanish    20   0  109148   8064   6656 S   0.0   0.0   0:00.04 pipewire
   1834 siddhar+  20   0  109144   7840   6432 S   0.0   0.0   0:00.03 pipewire
   1835 tanish    20   0   97736   5588   5076 S   0.0   0.0   0:00.02 pipewire
   1837 siddhar+  20   0   97736   5520   4880 S   0.0   0.0   0:00.03 pipewire
   1838 tanish    20   0   39136  11116   9708 S   0.0   0.1   0:00.66 snapd-d+
   1839 gdm        9 -11  405972  16940  13356 S   0.0   0.1   0:00.17 wireplu+
   1841 gdm        9 -11  109808  10400   9120 S   0.0   0.1   0:00.04 pipewir+
   1842 tanish    20   0  404944  16204  13132 S   0.0   0.1   0:00.15 wireplu+
   1843 siddhar+  20   0   39136  11020   9740 S   0.0   0.1   0:00.78 snapd-d+
   1844 siddhar+  20   0  402848  13784  11096 S   0.0   0.1   0:00.10 wireplu+
   1847 tanish    20   0  109400  10256   9104 S   0.0   0.1   0:00.03 pipewir+
   1848 siddhar+  20   0  109400  10152   9000 S   0.0   0.1   0:00.03 pipewir+
   1890 gdm       20   0  235712   5844   5460 S   0.0   0.0   0:00.00 gdm-x-s+
   1911 tanish    20   0   14888   4356   3408 S   0.0   0.0   0:00.03 tmux: s+
   1917 tanish    20   0   12208   6064   3760 S   0.0   0.0   0:00.06 bash
   1919 gdm       20   0   24.4g 117412  89532 S   0.0   0.7   0:17.23 Xorg
   1925 tanish    20   0    9644   5132   4620 S   0.0   0.0   0:00.17 dbus-da+
   1930 gdm       20   0    9776   5236   4724 S   0.0   0.0   0:00.10 dbus-da+
   1931 siddhar+  20   0    9620   4920   4536 S   0.0   0.0   0:00.09 dbus-da+
   1939 libvirt+  20   0   11512   2856   2428 S   0.0   0.0   0:00.03 dnsmasq
   1940 root      20   0   11484   1124    696 S   0.0   0.0   0:00.00 dnsmasq
   1972 postgres  20   0  225580   8808   6328 S   0.0   0.1   0:00.07 postgres
   1973 postgres  20   0  225600   7228   4748 S   0.0   0.0   0:02.94 postgres
   2011 gdm       20   0  536560   6956   6572 S   0.0   0.0   0:00.03 xdg-doc+
   2013 siddhar+  20   0  611324   7156   6644 S   0.0   0.0   0:00.02 xdg-doc+
   2020 rtkit     21   1   22940   3476   3220 S   0.0   0.0   0:03.62 rtkit-d+
   2021 tanish    20   0  610292   7112   6600 S   0.0   0.0   0:00.05 xdg-doc+
   2050 siddhar+  20   0  309308   6012   5628 S   0.0   0.0   0:00.00 xdg-per+
   2057 gdm       20   0  309308   6100   5716 S   0.0   0.0   0:00.00 xdg-per+
   2058 tanish    20   0  309308   5920   5536 S   0.0   0.0   0:00.00 xdg-per+
   2070 root      20   0    2704   1976   1976 S   0.0   0.0   0:00.00 fusermo+
   2077 root      20   0    2704   1936   1936 S   0.0   0.0   0:00.00 fusermo+
   2079 root      20   0    2704   2020   2020 S   0.0   0.0   0:00.00 fusermo+
   2099 postgres  20   0  225444  10128   7648 S   0.0   0.1   0:03.00 postgres
   2100 postgres  20   0  227052   8412   5676 S   0.0   0.1   0:00.99 postgres
   2101 postgres  20   0  227028   7908   5172 S   0.0   0.0   0:00.17 postgres
   2366 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem +
   2367 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU+
   2368 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU+
   2458 tanish    20   0  279164  21320  17844 S   0.0   0.1   0:00.19 snapd-d+
   2459 siddhar+  20   0  279164  21196  17848 S   0.0   0.1   0:00.20 snapd-d+
   2910 gdm       20   0    6500   2536   2408 S   0.0   0.0   0:00.00 dbus-ru+
   2918 gdm       20   0    9924   5232   4720 S   0.0   0.0   0:00.20 dbus-da+
   2919 gdm       20   0  520700  17764  15588 S   0.0   0.1   0:00.15 gnome-s+
   3401 gdm       20   0  383120   8076   7436 S   0.0   0.0   0:00.00 at-spi-+
   3407 gdm       20   0    9480   5000   4616 S   0.0   0.0   0:00.00 dbus-da+
   3800 gdm       20   0 5206056 266200 150784 S   0.0   1.6   1:20.02 gnome-s+
   3998 gdm       20   0 2113332 129376  94924 S   0.0   0.8   0:00.40 mutter-+
   4215 gdm       20   0  236052   8032   7392 S   0.0   0.0   0:00.02 at-spi2+
   4233 colord    20   0  320060  14392  10040 S   0.0   0.1   0:00.29 colord
   4419 gdm       20   0  309308   6096   5712 S   0.0   0.0   0:00.00 xdg-per+
   4429 gdm       20   0 2728224  26680  21888 S   0.0   0.2   0:00.08 gjs
   4440 root      20   0  316788   9000   7592 S   0.0   0.1   0:00.14 upowerd
   4480 gdm       20   0  543500  11920  10128 S   0.0   0.1   0:00.57 gsd-sha+
   4483 gdm       20   0  334636  16484  14308 S   0.0   0.1   0:00.06 gsd-wac+
   4486 gdm       20   0  409600  17032  15112 S   0.0   0.1   0:01.25 gsd-col+
   4489 gdm       20   0  407944  16308  14516 S   0.0   0.1   0:00.04 gsd-key+
   4492 gdm       20   0  323628  11036   9756 S   0.0   0.1   0:00.06 gsd-pri+
   4496 gdm       20   0  531084   6624   6240 S   0.0   0.0   0:00.13 gsd-rfk+
   4500 gdm       20   0  386000   7960   7320 S   0.0   0.0   0:00.01 gsd-sma+
   4503 gdm       20   0  431848  12048  10896 S   0.0   0.1   0:00.01 gsd-dat+
   4506 gdm       20   0  590796  21952  19392 S   0.0   0.1   0:00.08 gsd-med+
   4509 gdm       20   0  309560   6140   5756 S   0.0   0.0   0:00.01 gsd-scr+
   4512 gdm       20   0  393684   9724   8828 S   0.0   0.1   0:00.02 gsd-sou+
   4515 gdm       20   0  383700   6476   6092 S   0.0   0.0   0:00.01 gsd-a11+
   4518 gdm       20   0  459184   7928   7288 S   0.0   0.0   0:08.48 gsd-hou+
   4521 gdm       20   0  520168  20252  18076 S   0.0   0.1   0:00.45 gsd-pow+
   4525 gdm       20   0  388692  11860   6976 S   0.0   0.1   0:00.12 ibus-da+
   4617 gdm       20   0  416236  15140  13220 S   0.0   0.1   0:00.03 gsd-pri+
   4655 gdm       20   0  236644   6876   6364 S   0.0   0.0   0:00.00 ibus-me+
   4660 gdm       20   0  261024  16888  15096 S   0.0   0.1   0:00.02 ibus-x11
   4666 gdm       20   0  310424   7232   6720 S   0.0   0.0   0:00.00 ibus-po+
   4694 gdm       20   0 2801932  27484  22164 S   0.0   0.2   0:00.08 gjs
   4718 gdm       20   0  236636   6916   6404 S   0.0   0.0   0:00.00 ibus-en+
  13377 root      20   0 2534196  57512  28128 S   0.0   0.4   2:38.41 contain+
  15419 root      20   0  595616  44052  36992 S   0.0   0.3   0:19.67 fwupd
  55837 root      20   0 2789352 145268  64044 S   0.0   0.9   1:46.64 dockerd
  89183 gdm       20   0  316484   9728   8832 S   0.0   0.1   0:00.00 gnome-k+
  89814 root      20   0 1233900  10804   7220 S   0.0   0.1   0:18.72 contain+
  89837 root      20   0   19532  11980   8268 S   0.0   0.1   0:07.59 systemd
  89883 root      20   0 1820716   4964   3812 S   0.0   0.0   0:01.72 docker-+
  89900 root      20   0 1746984   4708   3812 S   0.0   0.0   0:00.43 docker-+
  89917 root      20   0 1746984   4708   3684 S   0.0   0.0   0:00.43 docker-+
  89934 root      20   0 1672996   4392   3496 S   0.0   0.0   0:00.43 docker-+
  89950 root      20   0 1746728   4580   3684 S   0.0   0.0   0:00.42 docker-+
  90119 root      19  -1  126152  89892  88868 S   0.0   0.5   0:18.28 systemd+
  90189 root      20   0   15420   9244   7708 S   0.0   0.1   0:00.03 sshd
  91062 root      20   0 1801232  58592  34736 S   0.0   0.4   9:02.97 contain+
  91278 root      20   0 2574608 108908  57748 S   0.0   0.7  76:42.04 dockerd
  91512 root      20   0  756264  50040  30604 S   0.0   0.3  59:45.73 cri-doc+
  93075 root      20   0  720760  10636   8112 S   0.0   0.1   0:12.88 contain+
  93096 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  93141 root      20   0  720504  10988   8304 S   0.0   0.1   0:13.21 contain+
  93162 65535     20   0    1028    556    556 S   0.0   0.0   0:00.02 pause
  93186 root      20   0  720504  11100   8304 S   0.0   0.1   0:13.12 contain+
  93207 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  93226 root      20   0  720760  10836   8176 S   0.0   0.1   0:13.31 contain+
  93247 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  93270 root      20   0  720760  11024   8176 S   0.0   0.1   1:13.07 contain+
  93291 root      20   0  767128  45944  30372 S   0.0   0.3  14:08.84 kube-sc+
  93332 root      20   0  720504  11216   8304 S   0.0   0.1   1:20.59 contain+
  93353 root      20   0   10.7g  68324  22392 S   0.0   0.4 115:57.53 etcd
  93367 root      20   0  720504  11188   8368 S   0.0   0.1   1:12.16 contain+
  93398 root      20   0 1036088 298828  71708 S   0.0   1.8 182:06.73 kube-ap+
  93795 root      20   0  720760  10808   8112 S   0.0   0.1   1:10.87 contain+
  93816 root      20   0  821024 106100  66072 S   0.0   0.6 116:21.43 kube-co+
  93929 root      20   0 1929252 106348  67692 S   0.0   0.6  99:54.11 kubelet
  94416 root      20   0  720504  10900   8432 S   0.0   0.1   0:13.36 contain+
  94438 65535     20   0    1028    556    556 S   0.0   0.0   0:00.01 pause
  94459 root      20   0  720504  10976   8432 S   0.0   0.1   0:13.16 contain+
  94480 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  94493 root      20   0  720760  10804   8176 S   0.0   0.1   0:12.33 contain+
  94520 65535     20   0    1028    556    556 S   0.0   0.0   0:00.04 pause
  94683 root      20   0  720760  11048   8176 S   0.0   0.1   1:11.57 contain+
  94713 root      20   0  765884  39600  27712 S   0.0   0.2   1:01.28 kube-pr+
  94731 root      20   0  720504  10804   8240 S   0.0   0.1   1:12.51 contain+
  94751 root      20   0  765936  36272  22880 S   0.0   0.2   8:10.47 coredns
  96077 root      20   0  720760  10896   8176 S   0.0   0.1   0:13.33 contain+
  96096 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  96194 root      20   0  720504  10960   8304 S   0.0   0.1   0:12.86 contain+
  96215 65535     20   0    1028    556    556 S   0.0   0.0   0:00.02 pause
  96251 root      20   0  720760  11048   8368 S   0.0   0.1   0:12.12 contain+
  96294 65535     20   0    1028    556    556 S   0.0   0.0   0:00.03 pause
  96738 root      20   0  720760  11152   8176 S   0.0   0.1   1:12.16 contain+
  96759 root      20   0   14764   9024   7488 S   0.0   0.1   0:00.03 nginx
  96818 root      20   0  720760  11368   8368 S   0.0   0.1   1:12.48 contain+
  96841 root      20   0   14764   8976   7440 S   0.0   0.1   0:00.02 nginx
  96853 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96854 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96855 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96856 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96857 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96858 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96859 message+  20   0   15220   3744   1820 S   0.0   0.0   0:00.00 nginx
  96860 message+  20   0   15220   3556   1632 S   0.0   0.0   0:00.00 nginx
  96884 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96885 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96886 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96887 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96888 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96889 message+  20   0   15220   3672   1744 S   0.0   0.0   0:00.00 nginx
  96890 message+  20   0   15220   3796   1868 S   0.0   0.0   0:00.00 nginx
  96891 message+  20   0   15220   3668   1740 S   0.0   0.0   0:00.00 nginx
  96903 root      20   0  720760  10956   8176 S   0.0   0.1   1:12.19 contain+
  96924 root      20   0   14764   9096   7560 S   0.0   0.1   0:00.02 nginx
  96961 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96962 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96963 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96964 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96965 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96966 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96967 message+  20   0   15220   3760   1836 S   0.0   0.0   0:00.00 nginx
  96968 message+  20   0   15220   3632   1708 S   0.0   0.0   0:00.00 nginx
 106245 root      20   0 1233836  10656   7348 S   0.0   0.1   0:17.14 contain+
 106268 root      20   0 5845620  37556  18908 S   0.0   0.2   6:36.99 java
 619131 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
1347115 root      20   0       0      0      0 I   0.0   0.0   0:18.31 kworker+
1906320 root      20   0       0      0      0 I   0.0   0.0   0:09.19 kworker+
2499216 root      20   0       0      0      0 I   0.0   0.0   0:06.01 kworker+
2795554 root      20   0       0      0      0 I   0.0   0.0   0:02.69 kworker+
3005103 root      20   0       0      0      0 I   0.0   0.0   0:02.43 kworker+
3048880 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
