top - 12:04:26 up 10 days, 20:14,  4 users,  load average: 2.39, 2.36, 2.11
Tasks: 332 total,   3 running, 329 sleeping,   0 stopped,   0 zombie
%Cpu(s):  8.9 us,  4.4 sy,  0.0 ni, 86.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
MiB Mem :  15987.2 total,    389.9 free,   4610.0 used,  11348.1 buff/cache     
MiB Swap:  12288.0 total,  10698.8 free,   1589.2 used.  11377.2 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
     99 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
    100 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    101 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
    102 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    106 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    107 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    108 root       0 -20       0      0      0 I   0.0   0.0   0:15.71 kworker+
    109 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    114 root       0 -20       0      0      0 I   0.0   0.0   0:13.43 kworker+
    117 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    134 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    135 root       0 -20       0      0      0 I   0.0   0.0   0:18.10 kworker+
    161 root       0 -20       0      0      0 I   0.0   0.0   0:15.17 kworker+
    186 root       0 -20       0      0      0 I   0.0   0.0   0:20.22 kworker+
    187 root       0 -20       0      0      0 I   0.0   0.0   0:14.05 kworker+
    272 root      20   0       0      0      0 S   0.0   0.0   2:33.02 jbd2/vd+
    273 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    424 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    425 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    486 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    537 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-+
    538 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-+
    539 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    544 root     -51   0       0      0      0 S   0.0   0.0   6:50.34 irq/38-+
    545 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia
    546 root      20   0       0      0      0 S   0.0   0.0   3:03.89 nv_queue
    587 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    724 root      20   0       0      0      0 S   0.0   0.0   0:00.27 UVM glo+
    726 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM def+
    728 root      20   0       0      0      0 S   0.0   0.0   0:00.23 UVM Too+
   1266 avahi     20   0    8804   2200   2072 S   0.0   0.0   1:01.93 avahi-d+
   1267 message+  20   0   12604   4552   1736 S   0.0   0.0   8:26.46 dbus-da+
   1270 gnome-r+  20   0  365344   2628   2372 S   0.0   0.0   0:00.61 gnome-r+
   1274 root      20   0  823852    684    556 S   0.0   0.0   0:00.03 lttng-s+
   1280 polkitd   20   0  313212   9984   4164 S   0.0   0.1   1:19.53 polkitd
   1284 root      20   0  313448   2728   2344 S   0.0   0.0   0:00.44 power-p+
   1295 root      20   0  314080   4252   2972 S   0.0   0.0   2:08.37 account+
   1296 root      20   0    9424   1524   1524 S   0.0   0.0   0:04.64 cron
   1297 root      20   0  309720    848    592 S   0.0   0.0   0:00.06 switche+
   1299 root      20   0   20324   7464   4748 S   0.0   0.0   0:50.20 systemd+
   1300 root      20   0  469400   5868   4460 S   0.0   0.0   1:36.73 udisksd
   1308 syslog    20   0  222564   2352   1252 S   0.0   0.0   3:02.37 rsyslogd
   1319 avahi     20   0    8480    256    216 S   0.0   0.0   0:00.00 avahi-d+
   1324 nvidia-+  20   0    5228   1440   1180 S   0.0   0.0   0:01.99 nvidia-+
   1379 root      20   0  337596   8864   6688 S   0.0   0.1   5:26.20 Network+
   1380 root      20   0   17380    852    596 S   0.0   0.0   0:05.96 wpa_sup+
   1435 root      20   0  318356   3520   3136 S   0.0   0.0   0:23.18 ModemMa+
   1437 root      20   0   49568    356    244 S   0.0   0.0   0:00.00 lttng-r+
   1592 redis     20   0   99652   1860   1220 S   0.0   0.0  23:48.36 redis-s+
   1635 root      20   0  112272    848    464 S   0.0   0.0   0:00.11 unatten+
   1637 root      20   0 2247704  24524  11208 S   0.0   0.1  11:40.81 contain+
   1645 siddhar+  20   0   21272   6232   4824 S   0.0   0.0  11:23.41 systemd
   1646 tanish    20   0   21776   7804   5372 S   0.0   0.0  11:59.33 systemd
   1678 root      20   0   12020   3088   2960 S   0.0   0.0   2:20.75 sshd
   1691 ollama    20   0 6674164   6524   1264 S   0.0   0.0   1:09.27 ollama
   1717 siddhar+  20   0   21460    828    560 S   0.0   0.0   0:00.00 (sd-pam)
   1718 tanish    20   0   21464    596    452 S   0.0   0.0   0:00.00 (sd-pam)
   1720 kernoops  20   0   12744    940    792 S   0.0   0.0   0:01.85 kernelo+
   1723 kernoops  20   0   12744   1176   1004 S   0.0   0.0   0:01.58 kernelo+
   1759 root      20   0    3872    416    404 S   0.0   0.0   0:00.00 netserv+
   1762 root      20   0  314816    560    432 S   0.0   0.0   0:00.04 gdm3
   1763 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
   1783 root      20   0   11156    652    344 S   0.0   0.0   0:00.00 nginx
   1784 www-data  20   0   12936    628    448 S   0.0   0.0   0:00.00 nginx
   1785 www-data  20   0   12936    472    292 S   0.0   0.0   0:00.00 nginx
   1786 www-data  20   0   12936   1588   1152 S   0.0   0.0   0:00.00 nginx
   1787 www-data  20   0   12936    544    364 S   0.0   0.0   0:00.00 nginx
   1788 www-data  20   0   12936    524    344 S   0.0   0.0   0:00.00 nginx
   1790 www-data  20   0   12936    676    368 S   0.0   0.0   0:00.00 nginx
   1791 www-data  20   0   12936    676    496 S   0.0   0.0   0:00.00 nginx
   1792 www-data  20   0   12936    672    364 S   0.0   0.0   0:00.00 nginx
   1813 root      20   0  242020    724    468 S   0.0   0.0   0:00.02 gdm-ses+
   1820 gdm       20   0   21344   6368   4832 S   0.0   0.0  11:18.01 systemd
   1821 gdm       20   0   21460    828    560 S   0.0   0.0   0:00.00 (sd-pam)
   1873 siddhar+  20   0  109144    612    484 S   0.0   0.0   0:00.04 pipewire
   1874 tanish    20   0  109144   1492   1108 S   0.0   0.0   0:01.16 pipewire
   1875 gdm       20   0  112800    616    488 S   0.0   0.0   0:00.04 pipewire
   1876 gdm       20   0   97736    360    360 S   0.0   0.0   0:00.03 pipewire
   1877 tanish    20   0   97736    460    460 S   0.0   0.0   0:00.02 pipewire
   1878 siddhar+  20   0   97736    440    440 S   0.0   0.0   0:00.03 pipewire
   1880 tanish    20   0   39136    748    492 S   0.0   0.0   0:00.76 snapd-d+
   1881 gdm       20   0  405884   1924   1668 S   0.0   0.0   0:00.41 wireplu+
   1882 siddhar+  20   0   39136    312    312 S   0.0   0.0   0:00.66 snapd-d+
   1885 gdm       20   0  109812    412    412 S   0.0   0.0   0:00.04 pipewir+
   1886 tanish    20   0  405024   8684   6896 S   0.0   0.1   0:01.01 wireplu+
   1887 siddhar+  20   0  402852   2124   1996 S   0.0   0.0   0:00.38 wireplu+
   1888 tanish    20   0  109396    708    452 S   0.0   0.0   0:00.02 pipewir+
   1889 siddhar+  20   0  109396    720    464 S   0.0   0.0   0:00.03 pipewir+
   1899 gdm       20   0  235712    588    588 S   0.0   0.0   0:00.00 gdm-x-s+
   1965 gdm       20   0   24.4g  15284  14348 S   0.0   0.1   1:28.74 Xorg
   1978 siddhar+  20   0    9696   2680   2296 S   0.0   0.0   0:00.06 dbus-da+
   1981 gdm       20   0    9732   2472   2472 S   0.0   0.0   0:00.07 dbus-da+
   1986 tanish    20   0    9824   3156   2772 S   0.0   0.0   0:06.36 dbus-da+
   1997 tanish    20   0   14888   1224   1052 S   0.0   0.0   0:00.17 tmux: s+
   1999 tanish    20   0   12208    520    392 S   0.0   0.0   0:00.06 bash
   2083 rtkit     21   1   88476   2016   1888 S   0.0   0.0   0:11.12 rtkit-d+
   2084 gdm       20   0  537592   1860   1604 S   0.0   0.0   0:00.43 xdg-doc+
   2085 siddhar+  20   0  537592   1504   1504 S   0.0   0.0   0:00.23 xdg-doc+
   2086 tanish    20   0  685056   3684   3428 S   0.0   0.0   0:03.40 xdg-doc+
   2110 gdm       20   0  309308    580    580 S   0.0   0.0   0:00.00 xdg-per+
   2111 siddhar+  20   0  309308    696    696 S   0.0   0.0   0:00.00 xdg-per+
   2112 tanish    20   0  309308    560    560 S   0.0   0.0   0:00.00 xdg-per+
   2136 root      20   0    2704    332    332 S   0.0   0.0   0:00.00 fusermo+
   2137 root      20   0    2704    340    340 S   0.0   0.0   0:00.00 fusermo+
   2138 root      20   0    2704    416    416 S   0.0   0.0   0:00.00 fusermo+
   2378 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem +
   2379 root      20   0       0      0      0 S   0.0   0.0   0:00.01 UVM GPU+
   2380 root      20   0       0      0      0 S   0.0   0.0   0:00.01 UVM GPU+
   2637 siddhar+  20   0  279164   2876   2344 S   0.0   0.0   0:03.99 snapd-d+
   2638 tanish    20   0  279164   2860   2328 S   0.0   0.0   0:03.78 snapd-d+
   2805 gdm       20   0    6500    360    360 S   0.0   0.0   0:00.00 dbus-ru+
   2806 gdm       20   0   10060   3528   2760 S   0.0   0.0   0:00.27 dbus-da+
   2807 gdm       20   0  520684   3280   2896 S   0.0   0.0   0:00.83 gnome-s+
   2819 gdm       20   0  383104    660    660 S   0.0   0.0   0:00.01 at-spi-+
   2829 gdm       20   0    9480    524    524 S   0.0   0.0   0:00.01 dbus-da+
   2964 jenkins   20   0 9877.8m   1.3g  14076 S   0.0   8.6  34:35.46 java
   3138 gdm       20   0 5336020  80936  29768 S   0.0   0.5  16:33.72 gnome-s+
   3420 gdm       20   0 2113304    736    428 S   0.0   0.0   0:00.39 mutter-+
   3436 gdm       20   0  236052    748    748 S   0.0   0.0   0:00.01 at-spi2+
   3438 colord    20   0  320180    844    488 S   0.0   0.0   0:00.22 colord
   3578 gdm       20   0  309308    512    512 S   0.0   0.0   0:00.00 xdg-per+
   3604 gdm       20   0 2793768    508    456 S   0.0   0.0   0:00.07 gjs
   3641 root      20   0  316720   3032   2520 S   0.0   0.0   0:00.41 upowerd
   3671 gdm       20   0  543484   4024   3512 S   0.0   0.0   2:48.01 gsd-sha+
   3673 gdm       20   0  408368    424    424 S   0.0   0.0   0:00.07 gsd-wac+
   3676 gdm       20   0  409584   2364   2108 S   0.0   0.0   0:09.72 gsd-col+
   3680 gdm       20   0  407928    404    404 S   0.0   0.0   0:00.03 gsd-key+
   3684 gdm       20   0  323628   2548   2036 S   0.0   0.0   0:00.32 gsd-pri+
   3688 gdm       20   0  531084   3092   2580 S   0.0   0.0   0:36.46 gsd-rfk+
   3691 gdm       20   0  385984    704    704 S   0.0   0.0   0:00.01 gsd-sma+
   3694 gdm       20   0  431836    448    448 S   0.0   0.0   0:00.02 gsd-dat+
   3697 gdm       20   0  590780   2952   2568 S   0.0   0.0   0:00.50 gsd-med+
   3700 gdm       20   0  309560    516    516 S   0.0   0.0   0:00.00 gsd-scr+
   3703 gdm       20   0  393668    500    500 S   0.0   0.0   0:00.02 gsd-sou+
   3706 gdm       20   0  383684    556    556 S   0.0   0.0   0:00.00 gsd-a11+
   3709 gdm       20   0  459280   3832   3320 S   0.0   0.0   4:13.64 gsd-hou+
   3712 gdm       20   0  520152   3128   2616 S   0.0   0.0   0:02.93 gsd-pow+
   3716 gdm       20   0  314960    444    424 S   0.0   0.0   0:00.11 ibus-da+
   3817 gdm       20   0  416236    516    516 S   0.0   0.0   0:00.03 gsd-pri+
   3876 gdm       20   0  236644    404    404 S   0.0   0.0   0:00.00 ibus-me+
   3887 gdm       20   0  261024    528    528 S   0.0   0.0   0:00.02 ibus-x11
   3894 gdm       20   0  310424   3464   3208 S   0.0   0.0   0:00.02 ibus-po+
   3988 gdm       20   0 2801952    836    476 S   0.0   0.0   0:00.09 gjs
   4007 gdm       20   0  236636    400    400 S   0.0   0.0   0:00.00 ibus-en+
  14326 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
  35795 root      20   0  602120  27816  23504 S   0.0   0.2   1:10.43 fwupd
 186100 root      20   0   38848  12524  10476 S   0.0   0.1   0:00.04 cupsd
 186102 cups-br+  20   0  269004  20300  16972 S   0.0   0.1   0:00.09 cups-br+
 241044 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
 241140 root      20   0 1255612  43632  24836 S   0.0   0.3   0:15.69 tailsca+
 266303 root      20   0   15268  10908   9132 S   0.0   0.1   0:00.07 sshd
 266374 tanish    20   0   17700   9496   5244 S   0.0   0.1   0:06.93 sshd
 266375 tanish    20   0    2800   1940   1812 S   0.0   0.0   0:00.01 sh
 266393 tanish    20   0   47920  19420  14344 S   0.0   0.1   0:11.66 code-bf+
 266428 tanish    20   0    2800   1812   1812 S   0.0   0.0   0:00.00 sh
 266432 tanish    20   0   11.3g 122240  54324 S   0.0   0.7   0:11.87 node
 266467 tanish    20   0 1329356  70532  49104 S   0.0   0.4   0:04.10 node
 266489 tanish    20   0   73.6g 749680  63280 S   0.0   4.6   1:43.66 node
 266500 tanish    20   0 1173540  90712  49400 S   0.0   0.6   0:21.31 node
 266542 tanish    20   0    2800   1812   1812 S   0.0   0.0   0:00.00 sh
 266671 tanish    20   0 1020480  66348  47072 S   0.0   0.4   0:00.90 node
 266733 tanish    20   0   12388   6552   3864 S   0.0   0.0   0:00.14 bash
 266900 tanish    20   0   12388   6452   3892 S   0.0   0.0   0:00.13 bash
 267072 tanish    20   0   12388   6580   3892 S   0.0   0.0   0:00.12 bash
 335148 tanish    20   0    7216   5736   3212 S   0.0   0.0   0:01.35 pet
 335258 tanish    20   0   11.1g 106500  51000 S   0.0   0.7   0:01.99 node
 335292 tanish    20   0   12256   6184   3880 S   0.0   0.0   0:00.05 bash
 335314 tanish    20   0   24.0g 952816  58760 S   0.0   5.8   0:37.12 node
 425495 tanish    20   0   12388   6556   3868 S   0.0   0.0   0:00.06 bash
 473275 root      20   0       0      0      0 I   0.0   0.0   0:01.03 kworker+
 478116 root      20   0       0      0      0 I   0.0   0.0   0:00.54 kworker+
 478284 root      20   0       0      0      0 I   0.0   0.0   0:00.15 kworker+
 479978 root      20   0       0      0      0 I   0.0   0.0   0:00.23 kworker+
 488453 root      20   0       0      0      0 I   0.0   0.0   0:00.34 kworker+
 489736 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
 490768 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
 490770 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
 533639 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
 533651 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
 534048 root      20   0       0      0      0 I   0.0   0.0   0:00.05 kworker+
 535009 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
 535246 root      20   0       0      0      0 I   0.0   0.0   0:00.29 kworker+
 535415 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 555628 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
 557294 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
 557330 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
 579259 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 579276 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
 579563 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
 579669 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
 580462 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
 580499 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 580780 tanish    20   0    9944   3764   3492 S   0.0   0.0   0:00.00 bash
 580899 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 580969 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker+
 581264 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
 581265 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
 581724 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 581950 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 582382 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
 582383 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
 602184 tanish    20   0    8288   1988   1988 S   0.0   0.0   0:00.00 sleep
 602295 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 602296 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 602675 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 602700 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
 603229 tanish    20   0    9944   3696   3440 S   0.0   0.0   0:00.00 bash
 603235 tanish    20   0   15860   6568   4392 R   0.0   0.0   0:00.01 top
 979887 tanish    20   0    1132    184    184 S   0.0   0.0   0:00.00 cataton+
1437612 gdm       20   0  316484   2688   2560 S   0.0   0.0   0:00.03 gnome-k+
1538836 systemd+  20   0   90968   2552   2168 S   0.0   0.0   0:03.48 systemd+
1539029 root      20   0   30864   5432   2680 S   0.0   0.0   2:38.25 systemd+
1539049 root      -2   0       0      0      0 S   0.0   0.0   0:00.28 psimon
1539534 systemd+  20   0   18264   2924   2668 S   0.0   0.0   8:01.73 systemd+
1540306 systemd+  20   0   21972   4408   3512 S   0.0   0.0   1:25.47 systemd+
1541283 root      20   0   17592   2800   2544 S   0.0   0.0   1:50.79 systemd+
1541392 libvirt+  20   0   11512   1716   1672 S   0.0   0.0   0:04.09 dnsmasq
1541393 root      20   0   11484    484    312 S   0.0   0.0   0:00.00 dnsmasq
1541619 root      20   0   73880    964    580 S   0.0   0.0   0:00.02 virtloc+
1541620 root      20   0   73884    664    280 S   0.0   0.0   0:00.10 virtlogd
2040108 iperf3    20   0    9036    556    428 S   0.0   0.0   0:00.00 iperf3
2435509 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2435510 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2435511 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2435512 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2532694 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2586368 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2712066 tanish    20   0   12260    992    352 S   0.0   0.0   0:00.05 bash
2712709 tanish    20   0   12.3g  16896   6796 S   0.0   0.1  19:11.52 zellij
2712902 tanish    20   0   12264   2632   2376 S   0.0   0.0   0:00.22 bash
2954168 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3316828 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3335793 root      20   0 1239144   4524   1600 S   0.0   0.0   0:31.71 contain+
3335822 root      20   0    2636    416    416 S   0.0   0.0   0:11.48 tini
3335919 root      20   0 2524536  23272   1640 S   0.0   0.1   0:51.09 elastic+
3335938 root      20   0 2745988  23088   1720 S   0.0   0.1   0:50.74 elastic+
3337007 root      20   0 2367984  35308  19264 S   0.0   0.2   1:24.23 snapd
3367761 root       0 -20       0      0      0 I   0.0   0.0   0:02.46 kworker+
3399087 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3401697 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
3418929 root      19  -1  292416 167932 167292 S   0.0   1.0   5:24.20 systemd+
3545705 559750    20   0  216728  28580  26404 S   0.0   0.2   0:08.40 postgres
3545839 559750    20   0  216860   9216   7100 S   0.0   0.1   0:00.07 postgres
3545840 559750    20   0  216884   7184   5068 S   0.0   0.0   0:02.30 postgres
3545842 559750    20   0  216728  10080   7964 S   0.0   0.1   0:02.44 postgres
3545843 559750    20   0  218324   8492   6120 S   0.0   0.1   0:02.14 postgres
3545844 559750    20   0  218312   7928   5556 S   0.0   0.0   0:00.16 postgres
3547762 559750    20   0  216728  28440  26392 S   0.0   0.2   0:07.79 postgres
3547887 559750    20   0  216860   9368   7252 S   0.0   0.1   0:00.07 postgres
3547888 559750    20   0  216884   7212   5096 S   0.0   0.0   0:02.20 postgres
3547892 559750    20   0  216728  10128   8012 S   0.0   0.1   0:02.49 postgres
3547893 559750    20   0  218324   9124   6752 S   0.0   0.1   0:02.09 postgres
3547894 559750    20   0  218312   8112   5740 S   0.0   0.0   0:00.16 postgres
3548782 tanish    20   0 1237984  15856   8260 S   0.0   0.1  11:19.12 rootles+
3548794 tanish    20   0 1237472  12896   7792 S   0.0   0.1   4:16.80 exe
3548813 tanish    20   0    6384   3328   3060 S   0.0   0.0   0:11.72 slirp4n+
3548822 tanish    20   0 5727336  93696  57920 S   0.0   0.6   4:38.40 dockerd
3548851 tanish    20   0 1270772  58056  30896 S   0.0   0.4   2:09.74 contain+
